0	-162.55555555555554	-458.29147222222224	-952.5555555555555	1600866164
1	-65.34722222222223	-424.00497222222185	-849.5694444444445	1600866164
2	-101.74166666666666	-389.30361111111125	-844.3083333333333	1600866164
3	-94.79166666666667	-348.26652777777764	-747.5416666666666	1600866164
4	-52.11944444444445	-326.6405138888888	-669.0222222222222	1600866164
5	-48.65	-297.37559722222227	-772.8277777777778	1600866164
6	-33.84166666666667	-274.46763888888887	-649.45	1600866164
7	-38.233333333333334	-244.52523611111118	-593.5944444444444	1600866164
8	-29.511111111111113	-214.09779166666667	-581.8972222222222	1600866164
9	-31.55	-192.37404166666676	-447.0388888888889	1600866164
10	-24.519444444444446	-149.61793055555552	-550.5666666666667	1600866164
11	-19.27777777777778	-138.9951527777778	-387.97222222222223	1600866164
12	-26.477777777777778	-124.65381944444445	-405.0	1600866164
13	-22.375	-112.67259722222231	-394.85833333333335	1600866164
14	-19.363888888888887	-101.68548611111105	-302.025	1600866164
15	-18.869444444444444	-77.38141666666665	-463.3277777777778	1600866164
16	-15.28888888888889	-70.41887500000001	-245.55555555555554	1600866164
17	-13.73611111111111	-69.69213888888896	-344.28055555555557	1600866164
18	-18.238888888888887	-56.53452777777781	-235.36388888888888	1600866164
19	-9.269444444444444	-61.475583333333326	-197.05833333333334	1600866164
20	-6.405555555555556	-54.81131944444441	-321.2611111111111	1600866164
21	-9.158333333333333	-51.40740277777779	-201.04722222222222	1600866164
22	-9.433333333333334	-50.45354166666665	-240.9638888888889	1600866164
23	-8.338888888888889	-48.19994444444449	-199.325	1600866164
24	-8.691666666666666	-45.8621388888889	-164.55555555555554	1600866164
25	-6.944444444444445	-40.47052777777777	-195.25833333333333	1600866164
26	-6.819444444444445	-38.135305555555576	-142.49166666666667	1600866164
27	-4.752777777777778	-38.0167638888889	-166.375	1600866164
28	-3.772222222222222	-37.24590277777779	-125.11944444444444	1600866164
29	-4.872222222222222	-33.825083333333346	-147.10833333333332	1600866164
30	0.49444444444444446	-35.39184722222222	-112.78333333333333	1600866164
31	0.9805555555555555	-32.784236111111106	-159.90833333333333	1600866164
32	0.4638888888888889	-29.743541666666673	-131.175	1600866164
33	0.6833333333333333	-27.34316666666666	-157.38888888888889	1600866164
34	-0.3638888888888889	-27.838791666666662	-143.50555555555556	1600866164
35	-0.2722222222222222	-26.528180555555572	-165.15833333333333	1600866164
36	-0.32222222222222224	-25.74541666666669	-153.60555555555555	1600866164
37	0.008333333333333333	-24.105638888888883	-142.37777777777777	1600866164
38	1.325	-22.155874999999995	-79.14722222222223	1600866164
